Analytical
10709945847	10709945847	8895016735

Baseline
10960315835	10960315835	9145386723

Reconfigurable
0 ms	10959921237	10959922152	9144993040
0 ms	10959479010	10959479925	9144550813
10 ms	11019921237	11019922152	9204993040
10 ms	10989426864	10989427779	9174498667
50 ms	11401772657	11401773572	9586844460
50 ms	11109566709	11109567624	9294638512
100 ms	11901772657	11901773572	10086844460
100 ms	11357035701	11357036616	9542107504
250 ms	13401772657	13401773572	11586844460
250 ms	12257035701	12257036616	10442107504
500 ms	15901772657	15901773572	14086844460
500 ms	13757035701	13757036616	11942107504
750 ms	18401772657	18401773572	16586844460
750 ms	15257035701	15257036616	13442107504
1 s	20901772657	20901773572	19086844460
1 s	16757035701	16757036616	14942107504
2 s	30901772657	30901773572	29086844460
2 s	26587397302	26587398217	24772469105
3 s	40901772657	40901773572	39086844460
3 s	36587397302	36587398217	34772469105
